,Company/Brand,Sector,Stage,Amount($),HeadQuarter,What it does,Year,Founders,Investor
2207,Xpand,Retail,Pre Series A,1500000,Delhi,LMCE handholds brands and enables their reach across the UNSERVED & UNDER-SERVED pockets of the country in a SUSTAINABLE manner to drive MEASURABLE growth.,1970,Sanjay Kaul,Akash Prakash Madhu Jayakumar Dipinder Sandhu Shagun Khandelwal
2208,Troo Good,E-commerce,Series A,7000000,Hyderabad,An FMCG company selling nutritious products at an affordable price points.,1970,Raju Bhupati,OAKS Asset Management
2209,Prodo,Business Supplies & Equipment,Pre-seed,300000,Delhi,Prodo is an e-commerce platform that provides manufacturing of made-to-order readymade and white labeled consumables for medium and large enterprises.,1970,Sameen Husain Abhiroop Srivastava,Titan Capital LetsVenture
2210,Unnati,FinTech,Series A,7000000,Noida,Fintech powered digital agri ecosystem,1970,Amit Sinha Ashok Prasad,Incofin NabVentures Orios
2211,Lysto,NFT,Seed,3000000,Bangalore,Lysto is building APIs Tools & Infrastructure to enable the creation & distribution of NFTs across platforms with a few clicks or few lines of code.,1970,Sadiq Ahamed,BEENEXT
2212,Wakefit,Furniture,Series C,20000000,Bangalore,A home solutions and sleep company currently collaborating with the world's biggest sleep influencer.,1970,Ankit Garg Chaitanya Ramalingegowda,SIG
2213,Buyofuel,Oil & Energy,Seed,100000,Coimbatore,Green Fuels Marketplace,1970,Kishan Karunakaran Venkateswaran Selvan Sumanth Kumar,Inflection Point Ventures
2214,ElectricPe,EV,Seed,3000000,Bangalore,India's largest Electric Vehicle Charging Platform,1970,Avinash Sharma Raghav Rohila,Blume Ventures Micelio Fund
2215,Vayana Network,Financial Services,Series C,30000000,Pune,Vayana Network is an electronic network that connects Corporates and their Supply Chain to Financial Institutions for easy quick and low-cost access to Trade Financing of their Payables and Receivables.,1970,Ramaswamy Iyer,CDC Group Jungle Ventures March Capital Marshall Wace
2216,Valuationary,E-learning,Pre-seed,100000,Surat,EdTech platform upskilling candidates to bag deserving finance job roles.,1970,Pratik Bajaj Kunal Shah Mahip Gupta,Ashish Jain Ajay Surana
2217,Knocksense,Online Media,undisclosed,150000,Lucknow,Knocksense is a local news and recommendations platform.,1970,Varul Mayank Vibhore Mayank,We Founder Circle Appyhigh Mumbai Angels
2218,Petpooja,Information Technology & Services,undisclosed,4500000,Ahmedabad,Petpooja is the largest next-generation PoS platform for the F&B sector with more than 25000+ clients across India and UAE.,1970,Apurv Patel Parthiv Patel,Aroa Ventures GVFL Udaan
2219,Wingreens Farms,Food & Beverages,undisclosed,17000000,Gurugram,Wingreens Farms is a fully integrated (farm to retail) Food Company in the business of making and selling a range of fresh healthy tasty and innovative food products.,1970,Anju C Srivastava Arjun Srivastava,Investcorp Omidyar Network
2220,Doola,Company-as-a-Service,undisclosed,3000000,New York,The ultimate One-Stop-Shop™️ to help US and Non-US Founders to turn an idea into their dream US Business,1970,Arjun Mahadevan JP Pincheira,Nexus Venture Partners
2221,EyeMyEye,Eyewear,Pre Series A,2000000,Gurugram,Shop the latest Eyeglasses Sunglasses Power Sunglasses Contact Lens and more.,1970,Ganesh Iyer,2000000
2222,Bombay Hemp Company,Textiles,undisclosed,2000000,Mumbai,BOHECO was founded to research on and promote industrial hemp the super crop of our era in India. BOHECO was formally registered under The Companies Act,1970,Avnish Pandya Delzaad Deolaliwala,Riteesh Mohan Bakshi Raghav Mohan Bakshi Achin Kochar
2223,DGV,Information Technology & Services,Pre Series A,3000000,Bangalore,NeoBanking for Bharat,1970,Ragavan Venkatesan,Info Edge Ventures Omnivore
2224,GuardianLink,Information Technology & Services,Series A,12000000,Chennai,Building tech infrastructure to help NFT commerce go mainstream,1970,Ramkumar Subramaniam Kamesh Elangovan,Kalaari Capital
2225,Clinikk,Hospital & Health Care,Pre Series A,4000000,Bangalore,Transforming health insurance by building India's first managed care model,1970,Dr.Suraj Baliga Bhavjot Kaur,MassMutual Ventures
2226,Toplyne,Computer Software,undisclosed,2500000,Bangalore,Toplyne helps sales teams at product-led companies convert their freemium users!,1970,Rishen Kapoor and Ruchin Kulkarni Rohit Khanna,Sequoia Capital  Together Fund
2227,Mensa,D2C,Series B,135000000,Bangalore,Mensa scales brands leveraging its expertise in ecommerce technology marketing category management & demand planning.,1970,Ananth Narayanan,Alpha Wave Ventures Falcon Edge Capital
2228,GENLEAP,Professional Training & Coaching,Seed,8000000,Haryana,GenLeap is India’s first self-discovery and career lifecycle management platform.,1970,Sachin Sandhir Nimish Gupta Nitin Thakur Shweta Kataria,Vivek Vaidya Kevin Donlon Ayush Singh
2229,Planys,Maritime,Pre Series A,1600000,Chennai,Planys is an Indian deep tech start-up creating a paradigm shift in the underwater inspection industry.,1970,Tanuj Jhunjhunwala Vineet Upadhyay Rakesh Sirikonda,Kieretsu Forum Lets Venture Shell
2230,Wonderchef,Consumer Goods,undisclosed,20000000,Mumbai,Wonderchef Cookware and Appliances is a perfect blend of health taste and convenience that inspires us to 'cook with pride'.,1970,Ravi Saxena,Sixth Sense Ventures Godrej Family office Malpani Group
2231,GoKwik,Information Technology & Services,Series A,15000000,Delhi,GoKwik is a platform for solving shopping experience problems on e-commerce websites on the internet.,1970,Chirag Vivek Bajpai Ankush Talwar,Sequoia Capital India
2232,Velocity,Financial Services,Series A,20000000,Bangalore,Velocity provides revenue based financing up to Rs 3 crores for marketing and inventory spends of online businesses.,1970,Saurav Swaroop Abhiroop Medhekar Atul Khichariya,Valar Ventures
2233,SalaryBox,Financial Services,Seed,4000000,Gurugram,SalaryBox is solution that makes employee management effortless.,1970,Nikhil Goel Peeyush Goyal,Y-Combinator AME Cloud Ventures Gokul Rajaram
2234,Boingg,Furniture,Seed,200000,Gurugram,D2C furniture brand,1970,Neha Indoria Dhruvan Barar,Inflection Point Ventures
2235,Better Capital,Venture Capital & Private Equity,undisclosed,15000000,Santra,Better is a top-tier India-focused pre-seed venture firm with a portfolio of 100+ companies including stellar successes like Rupeek Open Khatabook Bijak,1970,Vaibhav Domkundwar,
2236,Tickertape,Financial Services,undisclosed,5000000,Bangalore,Tickertape provides data information & content for Indian stocks ETFs & indices,1970,Ujjwal Ankur,Smallcase
2238,Disprz,E-learning,Series B,13000000,Mumbai,An AI-powered right skilling suite that helps enterprises unlock business potential.,1970,Subramanian Viswanathan Kuljit Chadha,Dallas Venture Capital Mars Growth Capital
2240,Inzpira,E-learning,Seed,300000,Trivandrum,Inzpira is India's only Live online 1:1 platform for Language Learning & Test Preparation that lets users instantly connect with expert trainers and learn anytime from anywhere.,1970,Rohith Namboothiri Sruthy Ramesh,Raj Nair Gopinath Latpate
2241,Defy,Financial Services,undisclosed,5500000,Bangalore,Building India's first social crypto exchange,1970,Bhagaban Behera Sriharsha Setty Nakul Kelkar,Y Combinator Goat VC JAM Fund Goodwater Capital
2242,Mindhouse,Health Wellness & Fitness,Seed,6000000,Gurugram,Mindhouse is a Yoga & Nutrition driven personalized healthcare platform.,1970,Pooja Khanna Pankaj Chaddah,Binny Bansal General Catalyst
2243,Homversity,Housing Marketplace,undisclosed,155000,Ahmedabad,Homversity is the digital ecosystem that aims to support the 93 BN USD student housing & Co-living industry in India.,1970,Saurav Kumar Sinha,
2244,Toppersnotes,Education Management,Seed,1000000,Jaipur,Toppersnotes is an edtech company primarily operating in the test preparation industry.,1970,Ayush Agarwal Devendra Dhaka Arpit Bansal,Inflection Point Ventures
2245,NoBroker.com,Real Estate,Series E,2100000,Bangalore,NoBroker is a disruptive force in the Real Estate Industry.,1970,Akhil Gupta Amit Saurabh,General Atlantic Tiger Global Moore Strategic Ventures
2246,Haber,Industrial Automation,Series B,20000000,Pune,Real-time automated insights to increase plant efficiency,1970,Vipin Raghavan Priya Venkat Arjunan PN,Ascent Capital
2247,True Balance,Financial Services,undisclosed,30000000,Gurugram,Balancehero India Private Limited (BHI) the wholly owned subsidiary of Balancehero Co. Ltd. Korea which runs and operates mobile App “True Balance”.,1970,Cheolwon Lee,Northern Arc Arthmate Shine Star E clear Hinduja
2248,Recordent,Financial Services,undisclosed,400000,Hyderabad,Helping MSMEs collect customer dues faster & reduce risk by checking credit & payment history before offering credit,1970,Winny Patro,Family Office of Kantamaneni IIM Calcutta Innovation Park
2249,Koparo,Consumer Goods,Seed,700000,Delhi,Koparo is a direct-to-consumer brand that is addressing the needs of modern Indian families and their homes.,1970,Simran Khara,Saama Capital﻿ ﻿Titan Capital﻿ DSG Consumer Partners
2250,Indifi,Financial Services,undisclosed,40000000,Gurugram,Indifi believes in helping small businesses grow by offering loans to those that have potential and intent.,1970,Alok Mittal,Omidyar Network Flourish Ventures Elevar Equity Accel
2251,Settl,Real Estate,Seed,500000,Bangalore,Settl. is a technology-driven accommodation platform focused on providing a convenient and high-quality living experience for young millennials.,1970,Abhishek Tripathi Bharath Bhaskar Ashok Reddy,ah! Ventures We Founder Circle
2252,Park+,Tech startup,Series B,25000000,Delhi,Building an eco-system for car owners which will be a one-stop solution for all their needs.,1970,Amit Lakhotia,Sequoia Capital Matrix Partners
2253,Simple Energy,Automotive,Pre-series,21000000,Bangalore,A Research and development driven company on a mission to build the future of mobility that is electric and connected.,1970,Suhas Rajkumar,
2254,Dream Sports,Sports,undisclosed,840000000,Mumbai,Dream Sports is India’s leading sports technology company with brands such as Dream11 world’s largest fantasy sports platform,1970,Harsh Jain,Falcon Edge DST Global D1 Capital Redbird Capital Tiger Global
2255,Spinny,Automotive,Series E,248000000,Gurugram,Spinny is a new age used car end-to-end platform in India.,1970,Niraj Singh Mohit Gupta Ramanshu Mahaur,Abu Dhabi Growth Fund Tiger Global
2256,Rentomojo,Furniture Rental,undisclosed,10000000,Bangalore,Furniture appliances electronics and fitness products on monthly rental subscriptions.,1970,Geetansh Bamania,Accel Bain Capital
2257,Slice,Financial Services,Series B,220000000,Bangalore,Slice is India's best credit card challenger to pay bills manage expenses and unlock rewards,1970,Rajan Bajaj Siva Kumar Tangudu,Tiger Global Insight Partners
2258,21K School,E-learning,Pre Series A,5000000,Bangalore,21K School is India's First Online School that provides a complete online school experience and personalized learning – anytime anywhere.,1970,Santosh Kumar Yeshwanth Raj Parasmal Dinesh Kumar Joshi Kumar,Ronnie Screwvala
2259,Adda247,E-learning,Series B,20000000,Gurugram,The multilingual edtech platform provides 360 degree learning solutions catering to all major educational needs of Tier II tier III including online courses for  competitive exams,1970,Anil Nagar Saurabh Bansal,WestBridge Capital
2260,Loop Health,Hospital & Health Care,undisclosed,12000000,Pune,India's first health insurance with unlimited primary care for employees.,1970,Amrit Singh Mayank Kale,Elevation General Catalyst
2261,Rupifi,Financial Services,Debt,1000000,Bangalore,Embedded Lending for Small Businesses,1970,Jawaid Iqbal Dhruv Bhushan,Alteria Capital
2262,RENEE Cosmetics,Cosmetics,Pre Series A,1500000,Ahmedabad,RENÉE Cosmetics is an Indian makeup brand empowering bold & beautiful women with innovative cruelty-free products.,1970,Priyank Shah Ashutosh Valani Aashka Goradia Goble,Equanimity Ventures 9Unicorns
2263,Svish,Consumer Goods,Seed,400000,Gurugram,D2C personal hygiene startup,1970,Ishan Jaideep Mahajan,Nueva
2264,Progcap,FinTech,Series C,30000000,Delhi,Progcap (Desiderata Impact Ventures Private Limited) is a mission-driven inclusive financing technology firm,1970,Pallavi Shrivastava Himanshu Chandra,Tiger Global
2265,Smartstaff,Recruitment,undisclosed,4300000,Bangalore,Smartstaff (previously Qikwork) is a full stack blue-collar workforce management platform.,1970,Arpit Dave Viral Chhajer Gnanesh Chilukuri Aravind Reddy,Blume Ventures Nexus Venture Partners
2266,D’Moksha Homes,Textiles,Seed,570000,Mumbai,Artisans handcraft exquisite and environment-friendly home linens using only the most sustainable fabrics like linen hemp and lyocell.,1970,Nimisha Manav Dhanda,Apoorva Sharma The Chennai Angels Karthik Bhat
2267,ANS Commerce,E-commerce,Pre Series A,2200000,Gurugram,ANS Commerce is India’s #1 full-stack e-commerce enabler helping brands sell online.,1970,Amit Monga Nakul Singh Vibhor Sahare Sushant Puri,Gokul Rajaram Venture Catalysts
2268,Mobileware Technologies,Information Technology & Services,undisclosed,4700000,Mumbai,A mobile applications development platform for technologies including Symbian Blackberry and early versions of iOS and Android.,1970,Amitabh Kanekar Satyajit Kanekar,Kvanto Payment Services
2269,GramCover,Insurance,Series A,7000000,Noida,GramCover is a tech-enabled insurance marketplace for rural India.,1970,Dhyanesh Bhatt,Siana Capital Inflexor Ventures Stride Ventures
2270,BYJU'S,EdTech,undisclosed,300000000,Bangalore,BYJU’S is India's largest ed-tech company and the creator of India’s most loved school learning app.,1970,Byju Raveendran Divya Gokulnath,Oxshott Capital Partners XN Exponent Edelweiss
2271,Hyperface,Information Technology & Services,undisclosed,1300000,Bangalore,Empowering Brands and Fintechs to offer banking products contextually to their customers.,1970,Ramanathan RV Aishwarya Jaishankar,Kunal Shah Better Capital
2272,Licious,Food & Beverages,Series G,52000000,Bangalore,Licious is a consumer food company focussed at delighting the world with an unmatched range of meat & meat products.,1970,Vivek Gupta Abhay,
2273,Chalo,Mobility,Series C,40000000,Mumbai,India’s #1 bus transport technology company.,1970,Vinayak Bhavnani Mohit Dubey,Lightrock India Filter Capital
2274,Kaar Technologies,Information Technology & Services,undisclosed,4000000,Chennai,Kaar Technologies is an SAP global consultancy firm that designs delivers and deploys cutting-edge SAP solutions for businesses around the world.,1970,Maran Nagarajan,BlackSoil
2276,Sunstone Eduversity,EdTech,Series B,28000000,Gurugram,Sunstone Eduversity is a one-of-its-kind business school operating in an asset-light model since 2011.,1970,Ashish Munjal Piyush Nangru,WestBridge Capital
2277,Ozonetel,Telecommunications,Series A,5000000,Hyderabad,Ozonetel is leading Cloud Telephony solution provider.,1970,CSN Murthy Atul Sharma,Stakeboat Capital
